Site;order;replicate;ID;Sex;Age;Mass;location;y;direction;height;dc;Year;Month;Day;Julian.date;Time;Period;perch.duration;perch.ratio;vigilance;survival;lived.till;agedeath;reproduction;offspring;juveniles;dist.gr;distance;gr.size;gr.size.juve;avg.wind;wind.dir;cloud.cover;temperature;humidity;hindfoot;old_obs.r
3;136;3;66;1;1;215;srw;25;s;0.6;0.3;2015;4;8;421;17:26:12;evening;0;0;1.00E-06;1;841;3+;scrotal;0;absent;10;10;10;10;13.5;W;1;21;48.9;43.3;0.09724
3;137;2;130;1;2;215;srw;15;s;0.6;0.3;2015;4;8;421;17:37:23;evening;348;0.58;0.58;0;444;1;scrotal;0;absent;10;10;10;10;13.5;W;1;21;60.4;41.46666667;0.0973
3;138;2;67;1;1;215;d1;8;s;0.1;0;2015;4;8;421;17:50:45;evening;385;0.641666667;0.641666667;0;535;2+;scrotal;0;absent;10;10;10;10;13.5;W;1;21;64.3;43.05;0.097487
3;139;1;223;1;2;215;d1;7;s;1.5;0;2015;4;8;421;18:11:56;evening;43;0.071666667;0.071666667;1;841;2+;scrotal;0;absent;10;10;10;10;13.5;W;1;21;77;42.9;0.09748
3;140;3;130;1;2;215;d1;3;s;1.8;0;2015;4;9;422;8:10:41;morning;600;1;0.999999;0;444;1;scrotal;0;absent;60;60;14;14;4.5;N;1;17.7;68.6;41.46666667;0.141944
3;141;4;46;1;1;210;d1;3;s;2;0.3;2015;4;9;422;8:39:47;morning;568;0.946666667;0.946666667;1;841;3+;scrotal;0;absent;1;5;1;1;4.5;N;1;17.7;59.5;41.5;0.3593
3;142;2;223;1;2;215;d1;4;s;1.3;0;2015;4;9;422;8:52:54;morning;390;0.65;0.65;1;841;2+;scrotal;0;absent;60;60;14;14;4.5;N;1;17.7;77;42.9;0.141958
3;143;2;195;1;2;210;d1;10;w;0;10;2015;4;9;422;9:12:59;morning;0;0;1.00E-06;1;841;2+;scrotal;0;absent;60;60;14;14;4.5;N;1;17.7;67;41.63333333;0.141961
2;147;3;121;2;2;200;t3;20;ne;1.5;0.3;2015;4;10;423;9:50:34;morning;73;0.121666667;0.121666667;0;475;1;lactation;0;absent;60;60;5;5;19.4;N;1;18.1;37.5;40.5;0.118
2;148;4;42;2;1;205;t2;8;s;0;5;2015;4;10;423;10:01:10;morning;0;0;1.00E-06;0;814;2;lactation;0;absent;60;60;1;1;19.4;N;1;18.1;55.8;41.7;NA
2;149;3;227;2;1;220;t3;45;nw;1;0.3;2015;4;10;423;10:14:09;morning;83;0.138333333;0.138333333;0;444;1+;lactation;0;absent;60;60;2;2;19.4;N;1;18.1;69.3;42.3;NA
2;150;1;166;2;1;200;t1;NA;;1;0.3;2015;4;10;423;10:25:28;morning;192;0.32;0.32;1;841;2+;lactation;0;absent;60;60;5;5;15.8;N;1;18.1;53.5;NA;0.065817
2;152;2;82;1;1;240;2d;3;w;0.3;0.3;2015;4;11;424;9:30:17;morning;110;0.183333333;0.183333333;1;841;3;scrotal;0;absent;30;30;6;6;15.9;N;2;19.3;60.9;42.5;0.144629
2;153;1;102;2;2;210;rw;45;se;1;0.3;2015;4;11;424;9:41:50;morning;401;0.668333333;0.668333333;1;841;2+;lactation;0;absent;30;30;6;6;16.5;N;2;19.3;62.5;40.6;0.144638
2;154;2;55;1;1;255;bd;3;s;2;0.3;2015;4;11;424;9:55:31;morning;318;0.53;0.53;1;841;3+;scrotal;0;absent;20;20;1;1;21;N;2;19.3;64.6;42.8;0.0238
2;156;1;56;2;1;245;fd4;10;n;0.9;0.3;2015;4;14;427;13:23:25;midday;196;0.326666667;0.326666667;1;841;3+;lactation;0;absent;10;10;1;0;17.2;SW;2;20;63.6;42.2;0.0539
2;157;2;118;2;2;205;fd4;14;n;0.9;0.3;2015;4;14;427;13:39:52;midday;0;0;1.00E-06;0;444;1;lactation;0;absent;10;10;1;0;14.8;SW;1;20;57.3;41.23333333;0.0539
2;158;2;166;2;1;195;prw;8;n;2;0.3;2015;4;14;427;14:40:11;midday;470;0.783333333;0.783333333;1;841;2+;lactation;0;absent;60;60;2;2;12.9;SW;1;20;53.5;NA;0.0409
2;159;2;56;2;1;240;c;22;e;2;0.3;2015;4;16;429;10:28:21;morning;229;0.381666667;0.381666667;1;841;3+;weaning;0;present;5;5;1;10;19.4;N;1;21.5;63.6;42.2;0.4683
3;160;2;68;2;1;235;hrw;15;n;1.3;0.3;2015;4;16;429;13:52:23;midday;0;0;1.00E-06;0;444;2;weaning;1;present;10;10;0;6;7;N;2;22.6;64.3;41.9;NA
3;161;2;161;2;1;205;hd;15;ne;0.5;2;2015;4;16;429;14:03:06;midday;0;0;1.00E-06;0;383;2+;weaning;1;present;30;30;1;7;13.6;N;1;22.6;53.5;41.4;0
2;162;2;102;2;2;195;bd;3;s;2;0.3;2015;5;7;450;9:08:01;morning;0;0;1.00E-06;1;841;2+;weaning;1;present;5;5;0;2;7;N;1;21.4;62.5;40.6;NA
2;164;2;123;2;2;190;pd;5;se;0;3;2015;5;7;450;9:24:08;morning;209;0.348333333;0.348333333;1;841;2+;weaning;1;present;1;5;0;1;11.4;N;1;21.4;29;38.75;NA
2;165;3;57;2;1;235;crw1;NA;;0.9;0.3;2015;5;10;453;15:47:50;afternoon;265;0.441666667;0.441666667;1;841;3+;weaning;1;present;5;5;1;4;13.5;NE;0;26.1;61.7;42.33333333;NA
3;166;3;158;2;2;200;ad2;NA;;1.25;0.3;2015;5;11;454;9:10:09;morning;168;0.28;0.28;1;841;2+;weaning;1;present;1;5;0;1;37;E;0;23.4;62.4;40.53333333;NA
1;167;3;145;2;2;195;gd;5;s;1;0.3;2015;5;11;454;9:57:16;morning;414;0.69;0.69;0;505;1;weaning;1;present;10;10;1;8;27;E;0;23.4;72;41.35;0
3;168;2;72;2;1;215;hrw;5;n;1;0.3;2015;5;11;454;11:31:00;noon;75;0.125;0.125;1;841;3+;failed;0;present;50;50;0;0;15.3;NE;0;31.5;71.3;42.8;NA
3;169;4;193;2;1;210;pprw;NA;;1.1;0.3;2015;5;11;454;11:51:02;noon;139;0.231666667;0.231666667;1;841;2+;weaning;1;present;5;5;1;1;15.3;NE;0;31.5;68.1;39.6;0
1;170;3;132;2;2;190;srw;5;e;1;0.3;2015;5;12;455;8:55:13;morning;535;0.891666667;0.891666667;1;841;2+;weaning;1;present;5;5;1;1;26.5;NE;0;29.8;68.6;42.175;0.3517
1;171;2;15;2;1;190;lrw;5;n;0.3;0.3;2015;5;12;455;9:07:28;morning;114;0.19;0.19;0;688;2+;weaning;1;present;5;5;0;2;16.4;N;0;29.8;67.4;39.4;NA
3;172;5;115;2;1;195;rw1;10;e;1.2;0.3;2015;5;15;458;17:08:56;evening;352;0.586666667;0.586666667;0;505;2+;postwean;1;present;50;50;4;25;33;E;2;27.5;63.6;43.3;0.37882
3;173;3;159;2;2;200;rw1;15;ne;0;2;2015;5;15;458;17:23:08;evening;0;0;1.00E-06;0;383;2;postwean;1;present;50;50;4;27;33;E;2;27.5;53.7;42.1;0.37884
3;174;2;154;2;1;205;ad1;5;n;0.7;0.3;2015;5;15;458;17:39:30;evening;46;0.076666667;0.076666667;1;841;3+;postwean;1;present;50;50;4;28;31;E;2;24.9;65.6;41.35;0.37886
2;176;2;210;1;1;255;c;12;e;0;0;2015;5;16;459;9:22:27;morning;74;0.123333333;0.123333333;1;841;2+;non-scrotal;2;present;5;5;2;2;14.5;NE;2;23.4;67.1;43.45;NA
2;177;4;103;2;2;180;md;3;e;0.5;0.3;2015;5;18;461;12:06:32;noon;0;0;1.00E-06;1;841;2+;weaning;1;present;5;5;0;2;12.9;N;4;20.7;62.5;42.9;NA
2;178;2;206;1;1;225;c;100;nw;1.3;0.3;2015;5;18;461;12:20:29;noon;0;0;1.00E-06;1;841;2+;non-scrotal;2;present;10;10;2;3;12.9;N;4;20.7;65.3;41.46666667;0.1416
2;179;4;49;1;1;230;c;100;nw;1.3;0.3;2015;5;18;461;12:31:14;noon;213;0.355;0.355;1;841;3+;non-scrotal;2;present;10;10;0;1;17.1;N;4;21.6;59.5;40.6;NA
2;180;5;46;1;1;225;c;21;e;0;2;2015;5;18;461;12:50:05;noon;100;0.166666667;0.166666667;1;841;3+;non-scrotal;2;present;10;10;1;2;17.1;N;4;21.6;59.5;41.5;0.2228
2;181;4;89;2;1;230;crw1;25;e;0.7;0.3;2015;5;18;461;13:05:42;midday;141;0.235;0.235;1;841;3+;postwean;1;present;5;5;0;5;15;NW;4;21.6;58.4;42.35;NA
1;182;4;132;2;2;195;hd;15;se;0.3;0;2015;5;18;461;14:29:09;midday;0;0;1.00E-06;1;841;2+;weaning;1;present;50;50;7;13;15;NW;4;21.6;68.6;42.175;0.157689
1;183;2;16;2;1;190;srw;10;e;1.1;0.3;2015;5;18;461;14:41:32;midday;463;0.771666667;0.771666667;1;841;3+;weaning;1;present;0;5;1;1;15.2;W;3;23.2;50.9;41.45;0.3517
1;184;1;136;2;2;190;srw;30;e;0.8;0.3;2015;5;18;461;14:53:53;midday;375;0.625;0.625;1;841;2+;weaning;1;present;50;50;8;14;15.2;W;3;23.2;68.6;41.425;0.178381
2;185;3;56;2;1;245;rf;NA;;2;0.3;2015;5;19;462;10:07:33;morning;54;0.09;0.09;1;841;3+;postwean;1;present;50;50;2;16;18;N;5;20.5;63.6;42.2;0.1853
3;186;3;154;2;1;205;pprw;8;s;0.75;0.3;2015;5;19;462;12:20:26;noon;93;0.155;0.155;1;841;3+;postwean;1;present;20;20;4;4;17.2;N;4;20.6;65.6;41.35;0.32415
3;187;4;158;2;2;190;pprw;8;s;0.75;0.3;2015;5;19;462;12:31:45;noon;242;0.403333333;0.403333333;1;841;2+;postwean;1;present;20;20;5;5;17.2;N;4;20.6;62.4;40.53333333;0.39503
1;188;1;17;1;1;215;srw;45;e;1;0.3;2015;5;19;462;14:46:48;midday;0;0;1.00E-06;1;841;3+;non-scrotal;2;present;5;5;2;2;20.6;N;4;20.3;50.9;40.375;0.5975
1;189;3;13;1;1;220;lrw;12;s;0.8;0.3;2015;5;19;462;15:03:09;afternoon;190;0.316666667;0.316666667;0;688;2+;scrotal;2;present;1;5;1;1;20.6;N;4;20.3;78.7;43.95;NA
1;190;4;28;2;1;200;gd;12;s;0;2;2015;5;19;462;15:15:35;afternoon;414;0.69;0.69;1;841;3;weaning;1;present;10;10;0;2;20.6;N;4;20.3;50.8;43.1;NA
1;191;3;15;2;1;190;gd;10;s;0.3;0;2015;5;19;462;15:26:22;afternoon;326;0.543333333;0.543333333;0;688;2+;weaning;1;present;5;5;1;1;28.3;NW;4;20.9;67.4;39.4;0.0538
1;192;4;23;2;1;210;gd;2;s;0;0;2015;5;19;462;15:39:20;afternoon;149;0.248333333;0.248333333;0;688;2+;weaning;1;present;5;5;1;1;28.3;NW;4;20.9;50.8;42.9;0
1;193;1;12;2;1;200;fd;6;se;0.5;0.3;2015;5;19;462;16:18:29;afternoon;408;0.68;0.68;0;688;2+;failed;0;present;5;5;1;1;23.5;N;4;21.5;78.7;40.8;0.0267
2;195;5;89;2;1;205;crw6;NA;;1;0.3;2015;5;21;464;15:01:38;afternoon;110;0.183333333;0.183333333;1;841;3+;postwean;1;present;50;50;1;2;25.5;N;2;21.3;58.4;42.35;0.2743
2;196;3;166;2;1;190;troad;45;e;0;1;2015;5;21;464;15:23:55;afternoon;151;0.251666667;0.251666667;1;841;2+;postwean;1;present;20;20;3;7;25.5;N;2;21.3;72.6;NA;NA
2;197;3;44;2;1;225;t2;5;e;0.2;1;2015;5;21;464;15:41:58;afternoon;0;0;1.00E-06;1;841;3+;postwean;0;present;60;60;4;8;28.2;N;2;21.9;55.8;42.75;NA
2;198;3;52;2;1;190;rfb;20;n;0;10;2015;5;21;464;16:01:38;afternoon;0;0;1.00E-06;1;841;3+;postwean;1;present;50;50;2;5;24.5;N;3;20.9;58;41.3;0.2113
2;199;2;53;2;1;200;dam;5;n;0.3;0.3;2015;5;21;464;16:15:59;afternoon;265;0.441666667;0.441666667;1;841;3+;lactation;0;absent;25;30;1;4;24.5;N;3;20.9;75.8;41.9;0.0534
2;200;1;99;2;2;225;dam;5;n;0.3;0.3;2015;5;21;464;16:31:43;afternoon;333;0.555;0.555;1;841;2+;weaning;1;present;20;20;1;4;27.8;N;3;20.2;68.1;42.06666667;0.0534
1;201;4;151;2;2;170;lrw;3;n;1.9;0.3;2015;5;21;464;17:25:31;evening;110;0.183333333;0.183333333;1;841;2+;failed;0;present;1;5;1;1;27.8;N;3;20.2;59.5;40.9;0.5233
1;202;4;145;2;2;185;gd;NA;;1;0.3;2015;5;21;464;17:33:11;evening;218;0.363333333;0.363333333;0;505;1;weaning;1;present;2;5;1;1;27.8;N;3;20.2;65.2;41.35;0
3;203;4;159;2;2;185;pprw;4;nw;0;1;2015;5;22;465;16:06:17;afternoon;372;0.62;0.62;0;383;2;postwean;1;present;50;50;1;13;25.4;NW;3;19.8;52.8;42.1;NA
3;204;5;158;2;2;190;ad2;10;ne;0.9;0.3;2015;5;22;465;16:27:52;afternoon;52;0.086666667;0.086666667;1;841;2+;postwean;1;present;50;50;1;15;25.4;NW;3;19.8;65;40.53333333;NA
3;206;4;79;2;1;195;hrw;10;sw;1.2;0.3;2015;5;23;466;10:44:08;morning;136;0.226666667;0.226666667;1;841;3+;postwean;1;present;50;50;2;2;16.8;NW;3;19.9;66.7;39.4;0.172
3;207;3;72;2;1;215;hrw;15;n;0;1;2015;5;23;466;10:54:04;morning;208;0.346666667;0.346666667;1;841;3+;failed;0;present;20;20;2;8;16.8;NW;3;19.9;71.3;42.8;0.1718
1;208;3;26;2;1;210;nrw;5;e;1.2;0.3;2015;5;24;467;14:04:54;midday;197;0.328333333;0.328333333;1;793;3;failed;0;present;50;50;4;6;19.3;NW;3;21;50.8;44.83333333;0.29018
1;209;2;136;2;2;190;fd;10;sw;0;5;2015;5;24;467;15:12:05;afternoon;162;0.27;0.27;1;841;2+;weaning;1;present;50;50;2;2;19.3;NW;3;21;68.6;41.425;0.309867
1;210;2;17;1;1;235;gd;12;s;0;2;2015;5;24;467;15:42:32;afternoon;316;0.526666667;0.526666667;1;841;3+;non-scrotal;2;present;5;5;1;1;19.3;NW;3;21;50.9;40.375;0
1;211;4;13;1;1;220;gd;15;s;0;5;2015;5;24;467;15:54:41;afternoon;0;0;1.00E-06;0;688;2+;scrotal;2;present;20;20;5;9;19.3;NW;3;21;43.7;43.95;0.060367
1;212;4;26;2;1;210;gd;16;s;0;5;2015;5;24;467;16:05:46;afternoon;161;0.268333333;0.268333333;1;793;3;failed;0;present;20;20;5;9;21.7;NW;3;21.5;50.8;44.83333333;0.060383
1;213;5;151;2;2;205;gd;3;w;0;3;2015;5;24;467;16:16:02;afternoon;214;0.356666667;0.356666667;1;841;2+;failed;0;present;20;20;4;9;21.7;NW;3;21.5;61.1;40.9;0.13307
1;214;1;209;1;1;195;gd;16;s;0;5;2015;5;24;467;16:29:40;afternoon;0;0;1.00E-06;1;841;2+;non-scrotal;2;present;50;50;6;6;21.7;NW;3;21.5;62.6;42.33333333;0.15846
2;215;2;99;2;2;205;mb;10;e;1.15;0.3;2015;5;25;468;10:01:22;morning;402;0.67;0.67;1;841;2+;weaning;1;present;5;5;0;1;16;NW;4;20.7;68.1;42.06666667;0.1718
2;216;4;166;2;1;215;troad;15;s;1.3;0.3;2015;5;25;468;10:44:05;morning;322;0.536666667;0.536666667;1;841;2+;weaning;1;present;10;10;1;2;13.1;NW;4;20.7;72.6;NA;NA
2;218;4;44;2;1;225;rrw;NA;;1.2;0.3;2015;5;25;468;11:05:13;noon;201;0.335;0.335;1;841;3+;postwean;1;present;50;50;0;0;13.1;NW;4;20.7;55.8;42.75;NA
2;219;3;58;2;1;225;crw1;10;e;0.7;0.3;2015;5;25;468;11:56:12;noon;33;0.055;0.055;1;780;3+;postwean;1;present;60;60;2;9;10;NW;3;22.4;44.4;43;0.5893
2;220;4;57;2;1;235;crw1;NA;;0.9;0.3;2015;5;25;468;12:13:18;noon;162;0.27;0.27;1;841;3+;postwean;1;present;60;60;2;9;10;NW;3;22.4;52.2;42.33333333;0.5892
2;221;3;123;2;2;190;urw;15;se;0.8;0.3;2015;5;25;468;12:43:26;noon;34;0.056666667;0.056666667;1;841;2+;postwean;1;present;10;10;2;16;10;NW;3;22.4;29;38.75;0.1959
2;222;4;56;2;1;235;urw;NA;;0.65;0.3;2015;5;25;468;12:53:25;noon;117;0.195;0.195;1;841;3+;postwean;1;present;10;10;2;16;15.1;NW;3;22.5;62.2;42.2;0.195733
3;223;5;193;2;1;195;gp;30;ne;0.6;0.6;2015;5;25;468;13:35:35;midday;69;0.115;0.115;1;841;2+;postwean;1;present;50;50;4;16;15.1;NW;3;22.5;70.6;39.6;0.010467
3;224;3;219;2;1;185;gp;15;ne;0;1;2015;5;25;468;13:54:07;midday;67;0.111666667;0.111666667;1;841;2+;postwean;1;present;50;50;4;15;16.1;NW;3;22.5;74.5;40.35;0.010467
3;225;3;195;1;2;245;gp;40;ne;0.6;0.6;2015;5;25;468;13:59:36;midday;0;0;1.00E-06;1;841;2+;non-scrotal;2;present;50;50;4;15;17.1;NW;3;22.5;65.3;41.63333333;0.010467
3;226;3;211;2;1;200;gp;30;se;0;3;2015;5;25;468;14:12:13;midday;0;0;1.00E-06;1;841;2+;postwean;1;present;50;50;4;15;19.8;NW;3;19.8;58.8;41.85;0.010467
3;227;4;211;2;1;200;nrw;7;w;0;7;2015;5;25;468;14:24:19;midday;167;0.278333333;0.278333333;1;841;2+;postwean;1;present;50;50;4;15;19.8;NW;3;19.8;66;41.85;0.010467
3;228;4;72;2;1;205;dam1;20;n;1.8;0;2015;5;25;468;14:51:00;midday;247;0.411666667;0.411666667;1;841;3+;failed;0;present;60;60;2;13;19.8;NW;3;19.8;71.3;42.8;0.1719
3;229;3;37;1;1;215;cd;35;s;0;5;2015;5;25;468;15:01:40;afternoon;0;0;1.00E-06;1;841;3+;scrotal ;2;present;60;60;2;8;17.5;NW;2;20.7;44.9;42.9;0.171867
3;230;2;86;1;1;230;r3;12;s;0.5;0.3;2015;5;25;468;15:27:20;afternoon;261;0.435;0.435;1;841;3+;non-scrotal;2;present;5;5;1;1;17.5;NW;2;20.7;69.8;42.9;NA
3;231;5;159;2;2;185;rw1;10;nw;0;3;2015;5;26;469;9:31:02;morning;0;0;1.00E-06;0;383;2;postwean;1;present;60;60;5;13;18.2;N;2;19.5;52.8;42.1;0.345
3;232;4;157;2;2;200;fd;10;ne;0;10;2015;5;26;469;9:45:35;morning;0;0;1.00E-06;1;841;2+;postwean;1;present;10;10;1;5;18.2;N;2;19.5;64.6;39.175;0.5122
1;234;1;131;2;2;180;hrw;12;nw;0;1;2015;5;28;471;13:58:18;midday;0;0;1.00E-06;1;841;2+;weaning;3;present;10;10;0;0;18.4;NW;4;20.8;68.6;41.8;NA
1;235;5;23;2;1;240;gd;14;s;0;3;2015;5;31;474;9:54:43;morning;253;0.421666667;0.421666667;0;688;2+;postwean;1;present;10;10;4;12;17.3;N;3;20.8;50.8;42.9;0.09636
1;236;1;163;2;2;205;nrw;5;e;1.2;0.3;2015;5;31;474;10:05:16;morning;386;0.643333333;0.643333333;1;841;2+;lactation;0;present;50;50;4;11;17.3;N;3;20.8;53.5;41.05;0.09526
1;237;5;28;2;1;195;gd;3;sw;0;3;2015;5;31;474;10:16:07;morning;87;0.145;0.145;1;841;3;postwean;1;present;10;10;3;5;17.3;N;3;20.8;50.8;43.1;0.140733
2;238;5;103;2;2;180;urw;15;ne;0;5;2015;5;31;474;16:04:42;afternoon;96;0.16;0.16;1;841;2+;postwean;3;present;0;5;1;1;21.9;N;1;21.9;57.9;42.9;0.1792
2;239;5;56;2;1;230;orw;8;nw;0.9;0.3;2015;5;31;474;16:34:34;afternoon;316;0.526666667;0.526666667;1;841;3+;postwean;1;present;20;20;1;6;21.9;N;1;21.9;60.7;42.2;0.1786
2;240;4;66;1;1;250;urw;5;se;0.8;0.3;2015;5;31;474;17:05:50;evening;0;0;1.00E-06;1;841;3+;non-scrotal;2;present;50;50;3;14;21.9;N;1;21.9;64.3;43.3;0.124617
2;241;4;123;2;2;180;2d;5;w;0.5;0.3;2015;5;31;474;17:24:51;evening;96;0.16;0.16;1;841;2+;postwean;1;present;50;50;3;17;21.9;N;1;21.9;27.9;38.75;0.195767
3;242;4;154;2;1;205;c;70;e;1.25;0.3;2015;6;1;475;9:52:06;morning;142;0.236666667;0.236666667;1;841;3+;postwean;1;present;10;10;0;4;24.1;N;3;21.7;65.6;41.35;NA
2;243;5;57;2;1;215;mb;1;n;0.9;0;2015;6;1;475;10:14:55;morning;400;0.666666667;0.666666667;1;841;3+;postwean;1;present;15;20;0;7;24.1;N;3;21.7;52.2;42.33333333;NA
2;245;1;363;2;1;210;troad;65;s;1;0.3;2015;6;1;475;15:14:56;afternoon;312;0.52;0.52;0;505;1+;postwean;3;present;60;60;0;0;23.4;N;2;23.2;70.8;NA;NA
1;246;1;362;2;1;200;paco;5;w;1;0.3;2015;6;1;475;16:03:00;afternoon;140;0.233333333;0.233333333;1;841;2+;postwean;1;present;30;30;5;10;17;N;3;22;69.3;42.4;NA
3;247;4;219;2;1;190;nrw;10;s;0.7;0.3;2015;6;2;476;9:53:54;morning;583;0.971666667;0.971666667;1;841;2+;postwean;1;present;30;30;0;3;20.7;N;3;22.4;77;40.35;NA
3;248;6;115;2;1;210;rw3;5;e;0;1;2015;6;2;476;10:24:11;morning;313;0.521666667;0.521666667;0;505;2+;postwean;1;present;30;30;3;25;22.8;N;2;22;53.1;43.3;0.324933
2;250;4;58;2;1;235;c;10;sw;0;5;2015;6;4;478;10:57:02;morning;156;0.26;0.26;1;780;3+;postwean;1;present;20;20;0;7;13.9;N;2;23.1;44.4;43;NA
2;251;6;89;2;1;205;c;20;sw;0;10;2015;6;4;478;11:12:07;noon;477;0.795;0.795;1;841;3+;postwean;1;present;60;60;3;10;13.8;N;2;23.4;68.1;42.35;0.172667
2;252;3;206;1;1;200;c;70;sw;0.8;0.8;2015;6;4;478;11:26:04;noon;40;0.066666667;0.066666667;1;841;2+;non-scrotal;2;present;60;60;2;7;13.8;N;2;23.4;61.7;41.46666667;0.1667
2;253;1;32;1;1;215;mb;70;s;0;10;2015;6;4;478;11:59:25;noon;310;0.516666667;0.516666667;1;841;3+;non-scrotal;2;present;60;60;0;0;14.7;N;2;23;50.8;44.65;NA
2;254;1;141;2;2;165;sa2;30;sw;0;5;2015;6;4;478;12:41:47;noon;352;0.586666667;0.586666667;0;505;1;weaning;1;present;60;60;1;3;18.9;N;3;24.3;76.4;40.975;0.5274
2;255;1;41;1;1;225;rrw;NA;;1.2;0.3;2015;6;4;478;13:13:21;midday;527;0.878333333;0.878333333;1;721;3+;non-scrotal;2;present;30;30;2;6;17.4;N;4;24.2;44.9;43.3;0.1772
2;256;4;52;2;1;195;st;NA;;1.8;5;2015;6;4;478;13:25:13;midday;123;0.205;0.205;1;841;3+;postwean;1;present;30;30;3;7;17.4;N;4;24.2;58;41.3;0.162633
1;257;3;18;1;1;205;gd;70;w;0.2;5;2015;6;4;478;14:02:29;midday;0;0;1.00E-06;0;688;2;non-scrotal;2;present;10;10;0;3;15.9;N;4;23.5;44.8;42.03333333;NA
3;258;5;211;2;1;200;rw8;10;nw;0;4;2015;6;6;480;9:47:16;morning;110;0.183333333;0.183333333;1;841;2+;postwean;3;present;5;5;1;1;10.9;W;2;21.5;66;41.85;NA
3;259;4;208;2;1;250;rw8;10;sw;0;4;2015;6;6;480;9:57:48;morning;122;0.203333333;0.203333333;1;841;2+;postwean;3;present;60;60;4;4;10.9;W;2;21.5;68;42.5;0.0448
3;260;6;193;2;1;190;d2;8;n;1;1;2015;6;6;480;10:13:51;morning;258;0.43;0.43;1;841;2+;postwean;3;present;5;5;0;6;10.1;W;2;22;67;39.6;NA
3;261;6;46;1;1;200;srw;NA;;1.2;0.3;2015;6;6;480;10:27:05;morning;75;0.125;0.125;1;841;3+;scrotal;2;present;60;60;2;2;7.8;W;2;22;59.5;41.5;0.025033
3;262;3;70;1;1;205;cd;NA;;0.9;0.3;2015;6;6;480;10:54:52;morning;188;0.313333333;0.313333333;1;841;3+;non-scrotal;2;present;5;5;4;4;14.6;W;2;22;64.3;43.4;0.2563
3;263;3;86;1;1;210;crw;5;sw;0;2;2015;6;6;480;11:06:08;noon;0;0;1.00E-06;1;841;3+;non-scrotal;2;present;5;5;4;4;14.6;W;2;22;58.4;42.9;0.2563
3;264;4;37;1;1;210;dam1;20;n;1.8;0;2015;6;6;480;11:21:34;noon;0;0;1.00E-06;1;841;3+;scrotal;2;present;20;20;2;3;14.6;W;2;22;44.9;42.9;0.267833
3;265;5;79;2;1;190;dam1;5;n;2;0.5;2015;6;6;480;11:32:45;noon;0;0;1.00E-06;1;841;3+;postwean;1;present;20;20;0;1;14.6;W;2;22;75.2;39.4;NA
3;266;4;195;1;2;220;srw;75;s;1;0;2015;6;6;480;11:50:31;noon;567;0.945;0.945;1;841;2+;non-scrotal;2;present;60;60;0;0;14.6;W;2;22;65.3;41.63333333;NA
3;267;5;157;2;2;195;pp;10;nw;1.5;2;2015;6;6;480;12:11:39;noon;208;0.346666667;0.346666667;1;841;2+;postwean;1;present;20;20;2;7;9.3;W;1;23.7;64.6;39.175;0.345
3;268;6;159;2;2;185;pprw;6;nw;0;2;2015;6;6;480;12:23:54;noon;105;0.175;0.175;0;383;2;postwean;1;present;20;20;5;13;9.3;W;1;23.7;52.8;42.1;0.344967
3;269;7;115;2;1;210;ad2;2;w;1.25;0.3;2015;6;6;480;12:41:42;noon;232;0.386666667;0.386666667;0;505;2+;postwean;1;present;20;20;1;4;12.6;W;1;24.2;52.4;43.3;0.5873
